Timestamp,Gesture,Control,Name,Score,Hand_position_x,Hand_position_y,Hand_position_z,Hand_pitch,Hand_yaw,Hand_roll,Hand_sphere_x,Hand_sphere_y,Hand_sphere_z,Hand_sphere_r,finger0_direction_x,finger0_direction_y,finger0_direction_z,finger0_tip_x,finger0_tip_y,finger0_tip_z,finger1_direction_x,finger1_direction_y,finger1_direction_z,finger1_tip_x,finger1_tip_y,finger1_tip_z,finger2_direction_x,finger2_direction_y,finger2_direction_z,finger2_tip_x,finger2_tip_y,finger2_tip_z,finger3_direction_x,finger3_direction_y,finger3_direction_z,finger3_tip_x,finger3_tip_y,finger3_tip_z,finger4_direction_x,finger4_direction_y,finger4_direction_z,finger4_tip_x,finger4_tip_y,finger4_tip_z
3/19/2014 11:25:47,3,Yes,11,delete,39.4187,151.905,28.3346,0.736111092194033,-0.218222220610029,-0.34925198936341,31.6308,177.62,14.3844,55.8686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2014 11:28:36,3,Yes,11,0,31.9875,153.672,16.7157,0.81359033555951,0.192743759940353,-0.055216920871706,43.5514,187.893,-6.85136,60.5561,0.23154,0.266121,-0.935719,81.949,207.627,-49.8372,0.508645,0.22655,-0.830635,10.0211,194.243,-47.5529,,,,,,,,,,,,,,,,,,
3/19/2014 11:32:34,3,Yes,11,0,1.49154,238.321,93.2966,0.827283015296219,0.261830429148466,0.035104941217827,-4.09694,285.278,86.6478,62.0535,0.080793,0.551818,-0.830042,-2.31298,248.821,40.1735,-0.0197241,0.317326,-0.948111,40.1408,281.246,42.6804,,,,,,,,,,,,,,,,,,
3/26/2014 12:17:56,3,Yes,14,0,31.2539,171.275,40.1063,0.649861716763345,-0.572201151879464,-3.12059876799002,25.7654,205.17,14.547,52.0905,-0.0208634,0.33585,-0.941684,20.9206,243.291,-37.8414,-0.571366,0.167518,-0.803417,-23.9161,187.566,-4.4165,,,,,,,,,,,,,,,,,,
3/26/2014 12:18:57,3,Yes,14,0,14.3562,141.021,26.034,0.635803439197749,-0.566122277554439,-0.011337873097422,8.93388,169.036,-4.75378,53.1525,-0.0333732,0.30549,-0.95161,7.95136,211.591,-54.8453,-0.606536,0.236741,-0.758991,-42.7412,154.633,-16.4146,,,,,,,,,,,,,,,,,,
3/17/2014 11:59:30,3,Yes,10,-1,10.3311,196.583,43.9227,0.514735033320358,-0.343982873571473,-0.190080610794369,-0.983154,198.383,-0.792696,62.4535,0.278873,0.148793,-0.948731,46.8769,228.578,-49.8906,-0.0791968,0.484107,-0.871417,-6.37909,260.045,-34.6596,-0.705266,0.389981,-0.592043,-68.5362,216.308,15.1843,-0.671957,0.700046,-0.241682,20.9172,95.4193,125.119,,,,,,
3/11/2014 11:26:20,3,Yes,7,-3,30.0332,123.856,21.4681,0.598443787531979,-0.160558049322639,0.026759103824475,21.5008,128.522,-10.6411,57.7436,0.300043,-0.00104049,-0.953925,52.6896,157.203,-66.9523,-0.0949997,0.50025,-0.860654,-1.08591,187.877,-48.86,0.743586,0.364996,-0.56023,64.7207,128.275,-20.7951,-0.709417,-0.102205,-0.697339,-44.3622,120.273,-5.0149,,,,,,
3/12/2014 12:54:18,2,Yes,8,1,2.29682,168.909,32.0866,0.40967118424249,0.223278768198551,0.076488550576039,-5.36823,202.321,-3.05792,56.1367,0.170576,0.140913,-0.975216,-0.684484,243.848,-53.0418,-0.182776,-0.534028,-0.825474,22.9802,157.711,-17.4739,,,,,,,,,,,,,,,,,,
3/19/2014 11:23:52,2,Yes,11,1,39.996,199.289,13.8098,0.633892883258023,-0.275011503965768,-0.23714109092362,37.4581,239.667,-21.4739,56.1799,-0.199707,0.578662,-0.790739,2.55478,282.056,-62.6656,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2014 12:51:26,2,Yes,4,0,31.8774,196.164,29.207,0.443330297644886,-0.264830735756918,-0.037994240460514,22.0611,227.769,-9.93221,57.7436,0.0324595,0.36565,-0.930186,25.8969,269.78,-62.5589,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2014 14:13:24,2,No,15,0,61.9237,124.373,9.32585,0.679979755569006,-0.814423835921012,-0.355879363147527,54.071,164.287,-14.0159,62.7846,-0.49897,-0.16808,-0.850163,-1.14059,141.194,-70.6878,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2014 12:52:54,2,Yes,8,-2,-0.528795,132.728,64.6966,0.537685303390013,0.034377532386901,-0.040919285663368,3.27165,176.499,61.2305,77.0468,0.2761,0.506167,-0.817045,7.78974,217.406,-13.9307,0.0227175,-0.447048,-0.894222,32.9367,131.164,-6.06081,-0.178409,0.701189,-0.690292,-47.7556,214.545,-4.09193,,,,,,,,,,,,
